NOM_RBD,NOM_REG_RBD_A,NOM_COM_RBD,NOM_DEPROV_RBD,LATITUD,LONGITUD
ESC. BAS. PATR. WILLINS HOOVER KURT,RM,LA CISTERNA,SANTIAGO SUR,"-33,52624222","-70,66823874"
ESC.BASICA PARTICULAR SAN PABLO APOSTOL,RM,MELIPILLA,TALAGANTE,"-33,67548969","-71,20956657"
INSTITUTO SAN PABLO MISIONERO,RM,SAN BERNARDO,SANTIAGO SUR,"-33,60261466","-70,70163704"
ESCUELA ESPECIAL PARTICULAR MILLANTU,RM,PEÑAFLOR,TALAGANTE,"-33,606865","-70,897934"
CENTRO EDUCACIONAL INNOVATIVO,RM,LAS CONDES,SANTIAGO ORIENTE,,
ESCUELA BASICA PART.MADRE DE JESUS,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,56625465","-70,78552404"
COLEGIO POLIV. FRANCISCO DE VILLAGRA,RM,PEÑAFLOR,TALAGANTE,"-33,60772047","-70,86602428"
COLEGIO POLIV. NUEVA NAZARET,RM,LA PINTANA,CORDILLERA,"-33,58343715","-70,61534247"
CENTRO EDUC. DIEGO DE ALMAGRO,RM,PEÑALOLÉN,SANTIAGO ORIENTE,"-33,4843593","-70,56380336"
COMPLEJO EDUCACIONAL LOS ANDES,RM,LA CISTERNA,SANTIAGO SUR,"-33,53969714","-70,65617507"
CTRO. ESTIMULAC. DEL LENGUAJE CELQUI,RM,QUILICURA,SANTIAGO NORTE,"-33,362988","-70,75098"
ESCUELA ESPECIAL PART. VOCES,RM,PUDAHUEL,SANTIAGO PONIENTE,"-33,441788","-70,762886"
COLEGIO POLIVALENTE SEMBRADOR,RM,COLINA,SANTIAGO NORTE,"-33,20448223","-70,67253519"
ESCUELA BASICA PART. LAS PLEYADES,RM,LA FLORIDA,CORDILLERA,"-33,53580711","-70,59708583"
ESCUELA ESPECIAL PARTICULAR  AUMEN,RM,QUINTA NORMAL,SANTIAGO PONIENTE,"-33,434437","-70,70372"
COLEGIO WASHINGTON CENTER COLLEGE,RM,SAN JOSÉ DE MAIPO,CORDILLERA,,
COLEGIO JOSE M.BALMACEDA DE MELIPILLA,RM,MELIPILLA,TALAGANTE,"-33,68046191","-71,19277794"
ESC. BAS.PART.FRANCISCO DE AGUIRRE,RM,PADRE HURTADO,TALAGANTE,"-33,57296094","-70,8172816"
ESC.BASICA PART. SAN PABLO DE TARSO,RM,LA PINTANA,CORDILLERA,,
COLEGIO MARIA ELENA,RM,LA FLORIDA,CORDILLERA,"-33,56265722","-70,6037402"
ESCUELA BASICA LOS BOSQUINOS,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,52949773","-70,77341876"
ESCUELA VOLCAN SAN JOSE,RM,PUENTE ALTO,CORDILLERA,"-33,62703464","-70,61655961"
ESCUELA DE PARVULOS CARRUSEL,RM,SAN BERNARDO,SANTIAGO SUR,,
COLEGIO  PLAYGROUND,RM,LA FLORIDA,CORDILLERA,"-33,522054","-70,56657"
CENTRO PROFES..DE ESTIMULOS DE LENGUAJE,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,51904","-70,774864"
ESCUELA ANTILHUE DE PUDAHUEL,RM,PUDAHUEL,SANTIAGO PONIENTE,"-33,46502134","-70,74272273"
COLEGIO CASTELGANDOLFO,RM,PADRE HURTADO,TALAGANTE,"-33,56283345","-70,79078479"
COLEGIO PARTICULAR SAN MATEO,RM,PUENTE ALTO,CORDILLERA,"-33,58090144","-70,55939325"
ESC. DE PARVULOS LAS ARAUCARIAS,RM,QUINTA NORMAL,SANTIAGO PONIENTE,"-33,4209088","-70,7003911"
COLEGIO CIUDADELA MONTESSORI,RM,LAS CONDES,SANTIAGO ORIENTE,,
COLEGIO DE ADULTOS CASA DE ESTUDIOS FUTURO,RM,PROVIDENCIA,SANTIAGO ORIENTE,"-33,43418","-70,62258"
COLEGIO INSTITUCION TERESIANA,RM,LAS CONDES,SANTIAGO ORIENTE,"-33,424185","-70,55494"
INSTITUTO EDUCACIONAL COLO COLO,RM,SANTIAGO,SANTIAGO CENTRO,,
COLEGIO DE ADULT.ACADEMIA ESTUDIOS MIRAFLORES,RM,SANTIAGO,SANTIAGO CENTRO,"-33,445988","-70,65717"
COLEGIO LA CANTERA,RM,ÑUÑOA,SANTIAGO ORIENTE,"-33,46115","-70,60757"
CENTRO EDUCACIONAL LARUN RAYUN,RM,PUENTE ALTO,CORDILLERA,"-33,57507934","-70,55670692"
COLEGIO POLIVALENTE RAULÍ,RM,PUENTE ALTO,CORDILLERA,"-33,61452163","-70,5930196"
ESCUELA BÁSICA N°993 ANTONIO BORQUEZ SOLAR ANEXO,RM,PUENTE ALTO,CORDILLERA,"-33,5902981","-70,60655126"
COLEGIO JACQUES COUSTEAU ANEXO,RM,MAIPÚ,SANTIAGO PONIENTE,,
COLEGIO PEDRO DE VALDIVIA -PEÑALOLEN,RM,PEÑALOLÉN,SANTIAGO ORIENTE,"-33,491563","-70,57566"
MASTER`S  COLLEGE,RM,LA FLORIDA,CORDILLERA,,
COLEGIO POLIVALENTE EDUCADORA ELENA ROJAS,RM,LA FLORIDA,CORDILLERA,"-33,56081019","-70,56709929"
TALLERES PREVOCACIONALES HOGAR DE CRISTO,RM,RENCA,SANTIAGO PONIENTE,,
COLEGIO NAVARRA,RM,PUENTE ALTO,CORDILLERA,"-33,58368843","-70,55397529"
LICEO JOSE ABELARDO NUNEZ Nº5,RM,PUENTE ALTO,CORDILLERA,"-33,56080415","-70,54525525"
SANTA MARIA DEL PILAR DE LA FLORIDA,RM,LA FLORIDA,CORDILLERA,"-33,56606349","-70,58835094"
ESCUELA DE PARV. Y ESP. EDIAL,RM,SAN BERNARDO,SANTIAGO SUR,,
ESC.ESP.TRAT.DE LA COMUNICION EDEN,RM,LA CISTERNA,SANTIAGO SUR,"-33,52471991","-70,65555024"
ESCUELA DE PARVULOS N° 83 LOS DUENDES TRAVIESOS,RM,ISLA DE MAIPO,TALAGANTE,,
ESC. DE PARV.BEATO PADRE ALBERTO HURTADO,RM,LO BARNECHEA,SANTIAGO ORIENTE,,
ESCUELA PART.COMANDANTE CARLOS CONDELL,RM,SAN BERNARDO,SANTIAGO SUR,"-33,59813583","-70,6784637"
ESCUELA ESPECIAL PART.JESUS NAZARENO,RM,PUDAHUEL,SANTIAGO PONIENTE,"-33,442406","-70,7595"
ESCUELA ESPECIAL PARTICULAR ANTAI,RM,BUIN,SANTIAGO SUR,"-33,728905","-70,743"
COLEGIO SEBASTIAN ELCANO SAN BERNARDO,RM,SAN BERNARDO,SANTIAGO SUR,,
COLEGIO BICENTENARIO APRENDER,RM,LA PINTANA,CORDILLERA,"-33,5570849","-70,61783664"
ESCUELA RUDOLF DECK WERTH,RM,PUENTE ALTO,CORDILLERA,"-33,60756585","-70,56217946"
CENTRO EDUCACIONAL RENCA,RM,RENCA,SANTIAGO PONIENTE,"-33,40206808","-70,72863372"
ESCUELA BASICA INSTITUTO ALBORADA,RM,MAIPÚ,SANTIAGO PONIENTE,,
COLEGIO NOBEL,RM,LA FLORIDA,CORDILLERA,"-33,55579211","-70,58792609"
LICEO LOS JAZMINES,RM,MELIPILLA,TALAGANTE,"-33,68546279","-71,23090407"
COLEGIO VICTORIAN COLLEGE,RM,MAIPÚ,SANTIAGO PONIENTE,,
ESC. BASICA BOSTON COLLEGE MAIPU,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,46718282","-70,75342606"
ESCUELA ESPECIAL PARTICULAR PALOMAR,RM,QUINTA NORMAL,SANTIAGO PONIENTE,"-33,43407","-70,71735"
ESCUELA DE PARVULOS N°1616 GRACE GARDEN,RM,LAS CONDES,SANTIAGO ORIENTE,"-33,41681523","-70,54267018"
COLEGIO PART.SAN ESTEBAN DE LAS VISCACHA,RM,PUENTE ALTO,CORDILLERA,"-33,61024702","-70,5481025"
COLEGIO PARTICULAR LAS ACACIAS DE MELIPILLA,RM,MELIPILLA,TALAGANTE,"-33,70635868","-71,21936792"
ESCUELA ESPECIAL PARTICULAR GRIBEL,RM,LA GRANJA,SANTIAGO SUR,,
ESC. BAS. EJERCITO DE SALVACION,RM,PUDAHUEL,SANTIAGO PONIENTE,"-33,43821195","-70,7616087"
COLEGIO DE ADULTOS INSTITUTO ANDES,RM,SANTIAGO,SANTIAGO CENTRO,"-33,43619","-70,64523"
ESCUELA BASICA CAROLINE COLLEGE,RM,SAN MIGUEL,SANTIAGO CENTRO,,
COLEGIO CORONEL ELEUTERIO RAMIREZ MOLINA,RM,LA REINA,SANTIAGO ORIENTE,"-33,45951912","-70,53472447"
ESC. ESPEC. CAMPANITA DE LA GRANJA,RM,LA GRANJA,SANTIAGO SUR,"-33,55529","-70,62369"
ESCUELA ESPECIAL D-81  ANEXO,RM,SANTIAGO,SANTIAGO CENTRO,,
COLEGIO ALCANTARA,RM,PEÑALOLÉN,SANTIAGO ORIENTE,,
COLEGIO SANTA MARIA ANEXO,RM,PUENTE ALTO,CORDILLERA,,
COLEGIO MAIMONIDES SCHOOL,RM,LO BARNECHEA,SANTIAGO ORIENTE,"-33,362086","-70,48499"
COLEGIO PABLO DE TARSO (ANEXO),RM,LAS CONDES,SANTIAGO ORIENTE,,
ESCUELA ESPECIAL PAR. CELQUI,RM,QUILICURA,SANTIAGO NORTE,"-33,36708","-70,71495"
COLEGIO PARTICULAR DE ADULTOS SOCHIDES,RM,SAN RAMÓN,SANTIAGO SUR,,
ESCUELA DE PARVULOS N° 1624 BARRIE MONTESSORI,RM,LA REINA,SANTIAGO ORIENTE,"-33,43831","-70,56466"
ESCUELA PART. PEHUEN,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,50362445","-70,75312962"
ESCUELA BASICA ANDINO,RM,SAN JOSÉ DE MAIPO,CORDILLERA,,
ESC. BASICA PART.IBEROAMERICANO,RM,LA PINTANA,CORDILLERA,"-33,58304726","-70,62742742"
ESCUELA ESPECIAL PARTICULAR PIPAN,RM,SAN MIGUEL,SANTIAGO CENTRO,"-33,484547","-70,652214"
T Y C SPECIAL SCHOOL,RM,QUILICURA,SANTIAGO NORTE,"-33,36882","-70,736336"
ESC.DE TRAST.PRIM. DE LA COM.CHACABUCO,RM,COLINA,SANTIAGO NORTE,"-33,210346","-70,67406"
ESCUELA ESPECIAL PARTICULAR GENESIS,RM,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,"-33,499943","-70,6882"
INSTITUTO SAN SEBASTIAN DE MAIPU,RM,MAIPÚ,SANTIAGO PONIENTE,,
COLEGIO SAN ANTONIO DE COLINA,RM,COLINA,SANTIAGO NORTE,"-33,18816002","-70,66070278"
ESC. ESPECIAL PARTICULAR HUELIPIN,RM,QUILICURA,SANTIAGO NORTE,,
COLEGIO LOS ALPES,RM,MAIPÚ,SANTIAGO PONIENTE,,
INSTITUTO LAS CONDES,RM,LAS CONDES,SANTIAGO ORIENTE,,
ESCUELA DE PARVULOS ALADDIN,RM,RECOLETA,SANTIAGO NORTE,"-33,392532","-70,63436"
ESCUELA DE PARVULOS TIA MARIA ANGELICA,RM,RECOLETA,SANTIAGO NORTE,,
COLEGIO LEONARDO DA VINCI,RM,TALAGANTE,TALAGANTE,"-33,66089","-70,92472"
ESCUELA BASICA EL ALFARERO,RM,MAIPÚ,SANTIAGO PONIENTE,,
ESCUELA BASICA SAINT FRANCIS COLLEGE,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,50583769","-70,76802877"
COLEGIO LOS CEIBOS,RM,TALAGANTE,TALAGANTE,"-33,664337","-70,92688"
ESC ESP Nº 1637 MAGDALENA AVALOS CRUZ ASPAUT,RM,SAN MIGUEL,SANTIAGO CENTRO,"-33,480167","-70,64788"
ESCUELA PART. MASTER SCHOOL DE LAMPA,RM,LAMPA,SANTIAGO NORTE,"-33,23564788","-70,81049832"
COLEGIO AMERICAN BRITISH SCHOOL,RM,LA FLORIDA,CORDILLERA,"-33,520986","-70,56778"
INSTITUTO DE LA MADERA Y EL MUEBLE,RM,SAN MIGUEL,SANTIAGO CENTRO,,
COMPLEJO EDUCACIONAL SAN ALFONSO,RM,PUENTE ALTO,CORDILLERA,"-33,6162195","-70,6089533"
ESCUELA ESPECIAL PARTICULAR AYELEN,RM,MACUL,SANTIAGO ORIENTE,,
COLEGIO ALBERT EINSTEIN,RM,RECOLETA,SANTIAGO NORTE,"-33,40193341","-70,65727563"
COLEGIO  WILLQUIMVOE,RM,PROVIDENCIA,SANTIAGO ORIENTE,"-33,43544681","-70,58954838"
SAINT JOSEPH COLLEGE,RM,SAN BERNARDO,SANTIAGO SUR,,
COLEGIO ANDINO ANTILLANCA,RM,LAS CONDES,SANTIAGO ORIENTE,"-33,425582","-70,57013"
COLEGIO SAN FRANCISCO JAVIER DE HUECHURABA,RM,HUECHURABA,SANTIAGO NORTE,"-33,350334","-70,68344"
ESCUELA ESPECIAL PARTICULAR ANTIRAY,RM,PAINE,SANTIAGO SUR,"-33,812134","-70,73164"
ESCUELA DE PARVULOS CLARENCE COLLEGE,RM,MAIPÚ,SANTIAGO PONIENTE,,
THE CHILDREN´S WORLD N°2,RM,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,,
COLEGIO SAN FERNANDO ANEXO,RM,PEÑALOLÉN,SANTIAGO ORIENTE,,
SCUOLA ITALIANA FIRENZE,RM,SAN MIGUEL,SANTIAGO CENTRO,,
DALCAHUE SUR N¦ 2,RM,SAN RAMÓN,SANTIAGO SUR,,
COLEGIO PARTICULAR NUEVA ERA SIGLO XXI,RM,LA FLORIDA,CORDILLERA,"-33,54940205","-70,56727545"
ESCUELA ESPECIAL PARTICULAR LUNA NUEVA,RM,LA GRANJA,SANTIAGO SUR,"-33,530514","-70,61026"
ESC. PARTICULAR ALFARERO,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,53108383","-70,77670525"
ESCUELA DE PARVULOS  INFANTIL ANTINIL,RM,LA REINA,SANTIAGO ORIENTE,,
ESC. BAS. PARTICULAR 1650 MIRAVALLE,RM,PEÑALOLÉN,SANTIAGO ORIENTE,"-33,47988578","-70,52837241"
ESCUELA DE PARVULOS PULGARCITO,RM,EL BOSQUE,SANTIAGO SUR,"-33,55279","-70,668"
ESC. ESP. PART. N¦ 88 EDUCA,RM,PEÑAFLOR,TALAGANTE,,
COLEGIO VICTORIANO,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,51186317","-70,77128374"
COLEGIO DE MIRAFLORES DE MALLOCO,RM,PEÑAFLOR,TALAGANTE,"-33,60138688","-70,85826369"
ESC. PARTICULAR RAIN - BOW,RM,PUENTE ALTO,CORDILLERA,"-33,58871527","-70,60365197"
ESCUELA ITALIANA DANTE ALIGHIERI,RM,LAS CONDES,SANTIAGO ORIENTE,,
CENTRO DE ESTUDIOS CESCUM,RM,LA REINA,SANTIAGO ORIENTE,,
COLEGIO PART. LOS OLMOS DE PTE. ALTO,RM,PUENTE ALTO,CORDILLERA,"-33,60139619","-70,5857544"
ESCUELA DE PARVULOS SHANY-SHEBY,RM,TALAGANTE,TALAGANTE,,
ESCUELA DE PARVULOS KINDER PANDO,RM,MACUL,SANTIAGO ORIENTE,"-33,506653","-70,60109"
COLEGIO PSICOPEDAGOGICO JUAN WESLEY,RM,ÑUÑOA,SANTIAGO ORIENTE,"-33,471638","-70,60163"
CENTRO EDUC. PRINCIPADO DE ASTURIAS,RM,PUENTE ALTO,CORDILLERA,"-33,58224099","-70,58166552"
COLEGIO PUMAHUE,RM,PEÑALOLÉN,SANTIAGO ORIENTE,"-33,497877","-70,54718"
ESC. BASICA MUNICIPAL RISOPATRON,RM,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,"-33,49051853","-70,68838224"
CENTRO EDUCACIONAL DE ADULTOS EL PRADO,RM,SANTIAGO,SANTIAGO CENTRO,,
COLEGIO SAN NICOLAS DE MAIPU,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,505446","-70,75626"
ESCUELA PARVULOS PEQUEÑO REINO,RM,VITACURA,SANTIAGO ORIENTE,,
COLEGIO PARTHENON,RM,SAN BERNARDO,SANTIAGO SUR,,
ESC.ESPECIAL NUESTRA SRA.DEL PILAR,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,50538","-70,75438"
COLEGIO RAYEN MAHUIDA,RM,COLINA,SANTIAGO NORTE,"-33,265436","-70,72248"
LICEO ALCALDE JORGE INDO,RM,QUILICURA,SANTIAGO NORTE,"-33,36518478","-70,70551471"
WASHINGTON CENTER LA FLORIDA,RM,LA FLORIDA,CORDILLERA,"-33,52484449","-70,59775108"
ESCUELA PARVULOS ALEXANDER MONTESSORI,RM,ÑUÑOA,SANTIAGO ORIENTE,,
COLEGIO PARTICULAR OZANAM,RM,SANTIAGO,SANTIAGO CENTRO,"-33,42900853","-70,6761622"
COLEGIO MUNIC.  SAN SEBASTIAN DE RINCONADA,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,50871344","-70,79543767"
ESCUELA ESPECIAL PARTICULAR N_ 1666 SANDELI,RM,MACUL,SANTIAGO ORIENTE,"-33,48072","-70,586555"
ESCUELA BÁSICA Y ESPECIAL N°90 AMANECER,RM,PADRE HURTADO,TALAGANTE,"-33,57670014","-70,81392447"
ESCUELA BASICA FUTURO LAS MERCEDES,RM,ISLA DE MAIPO,TALAGANTE,"-33,77876091","-70,89529337"
COLEGIO ADUL. INSTITUTO TABANCURA DE VITACURA,RM,VITACURA,SANTIAGO ORIENTE,"-33,390505","-70,551073"
ESC. ESPECIAL HERNAN LARRAIN PERO,RM,LA PINTANA,CORDILLERA,"-33,58372","-70,61489"
ESCUELA ESP. SAN NECTARIO,RM,ÑUÑOA,SANTIAGO ORIENTE,"-33,470215","-70,613205"
ESC. ESPECIAL SAN JORGE DE QTA. NORMAL,RM,QUINTA NORMAL,SANTIAGO PONIENTE,"-33,4248444","-70,6923581"
ESCUELA MUNICIPAL VALLE DE LUNA,RM,QUILICURA,SANTIAGO NORTE,"-33,36751982","-70,74413397"
PIERRE TEILHARD DE CHARDIN,RM,LA FLORIDA,CORDILLERA,"-33,53114231","-70,58462574"
COL.PARTICULAR SAN VALENTIN DE MAIPU,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,50822202","-70,7421403"
COLEGIO SANTA MARIA DE MAIPU,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,48429489","-70,74619278"
COLEGIO AMANCAY DE LA FLORIDA,RM,LA FLORIDA,CORDILLERA,"-33,5380661","-70,5772881"
ESCUELA BAS. Y ESP. N_ 115 RENACER,RM,PUENTE ALTO,CORDILLERA,"-33,62429145","-70,57911553"
COLEGIO  PUMAHUE HUECHURABA,RM,HUECHURABA,SANTIAGO NORTE,"-33,357367","-70,66317"
ESCUELA EDUCACION ESPECIAL ABECEDARIO,RM,SANTIAGO,SANTIAGO CENTRO,,
ESC.ESP.ONCOL.HOSP.ROBERTO DEL RIO,RM,INDEPENDENCIA,SANTIAGO NORTE,"-33,41736379","-70,65467158"
ESC. BASICA ONCOLOGICA HOSPITAL LUIS CALVO MA,RM,PROVIDENCIA,SANTIAGO ORIENTE,,
ESC. PART. CHRIST SCHOOL,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,50919371","-70,76511532"
LICEO TECNICO PROFESIONAL MALLOCO,RM,PEÑAFLOR,TALAGANTE,"-33,60530409","-70,8481803"
ESC. ESP. NTRA SRA. DEL BUEN CONSEJO,RM,PUDAHUEL,SANTIAGO PONIENTE,"-33,464355","-70,73456"
COLEGIO ESPECIAL FUNDAC.NUESTROS HIJOS,RM,SAN MIGUEL,SANTIAGO CENTRO,"-33,48418806","-70,65669683"
ESC. BASICA N_ 116 ONCOLOG. DR. SOTERO DEL,RM,PUENTE ALTO,CORDILLERA,"-33,57680007","-70,58151167"
ESCUELA PART.ESPECIAL CORPAMEG,RM,SAN MIGUEL,SANTIAGO CENTRO,"-33,48450581","-70,65644167"
INSTITUTO NACIONAL DE REHABILITACION PAC,RM,PEÑALOLÉN,SANTIAGO ORIENTE,"-33,507904","-70,55383"
COLEGIO HOSPITAL SAN BORJA ARRIARAN,RM,SANTIAGO,SANTIAGO CENTRO,"-33,46096668","-70,64268193"
COLEGIO POLIV. GERONIMO DE ALDERETE,RM,PUDAHUEL,SANTIAGO PONIENTE,"-33,45847876","-70,75965157"
ESC. ESPECIAL SAN ANTONIO DE PUENTE ALTO,RM,PUENTE ALTO,CORDILLERA,"-33,60756","-70,52301"
ESC. ESPECIAL ARTESANOS DE LA VIDA,RM,RENCA,SANTIAGO PONIENTE,"-33,41065","-70,743866"
EXTREMADURA DE PUENTE ALTO,RM,PUENTE ALTO,CORDILLERA,"-33,58709107","-70,55654465"
ESC. ESPEICIAL VOCES II,RM,RENCA,SANTIAGO PONIENTE,"-33,405937","-70,72208"
COLEGIO ALMA MATER,RM,LA GRANJA,SANTIAGO SUR,"-33,55679441","-70,61990952"
COLEGIO  PABLO APOSTOL,RM,LA FLORIDA,CORDILLERA,"-33,534735","-70,53601"
ESC. ESPECIAL 120 MULTIVERSO,RM,PUENTE ALTO,CORDILLERA,"-33,626083","-70,60793"
COLEGIO MONTE DE ASIS,RM,PUENTE ALTO,CORDILLERA,"-33,58499799","-70,56357764"
COLEGIO BERTAIT COLLEGE,RM,LO BARNECHEA,SANTIAGO ORIENTE,"-33,366617","-70,51716"
ESCUELA BASICA RAYITO DE LUZ DE QUILICURA,RM,QUILICURA,SANTIAGO NORTE,"-33,3688604","-70,736824"
ESC. PART. SAN FCO. DE ASIS PARA NINOS SORDOS,RM,SANTIAGO,SANTIAGO CENTRO,"-33,45665447","-70,63247711"
ESCUELA ESPECIAL MADRE TERESA DE CALCUTA,RM,LO ESPEJO,SANTIAGO SUR,"-33,531044","-70,69807"
ESC.BAS.Y ESP.INTEGRAL STA. ROSA DE CHENA.,RM,PADRE HURTADO,TALAGANTE,"-33,56172551","-70,79215766"
ESC. ESP. PART SERAFIN DE MACUL,RM,MACUL,SANTIAGO ORIENTE,"-33,490395","-70,59614"
ESC. BAS. DE ADULTOS SAN ANDRES DE EL BOSQUE,RM,EL BOSQUE,SANTIAGO SUR,,
COLEGIO NUEVO DEL ALBA,RM,MACUL,SANTIAGO ORIENTE,,
LICEO DE ADULTOS POETA VICENTE HUIDOBRO,RM,QUILICURA,SANTIAGO NORTE,"-33,36586","-70,746765"
ESCUELA ESPECIAL PALABRAS MAGICAS,RM,QUINTA NORMAL,SANTIAGO PONIENTE,"-33,40875","-70,70939"
COLEGIO DE ADULTOS GLADYS LAZO,RM,SANTIAGO,SANTIAGO CENTRO,"-33,44678","-70,643166"
COLEGIO CENTRO EDUCACIONAL ALTAIR,RM,PADRE HURTADO,TALAGANTE,"-33,56229208","-70,79081618"
ESC. ESPECIAL SANTA TERESA DE LOS ANDES DE MA,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,5002692","-70,7546312"
ESCUELA BASICA JESUS NAZARENO DE MAIPU,RM,MAIPÚ,SANTIAGO PONIENTE,,
COLEGIO SAINT JAMES SCHOOL,RM,BUIN,SANTIAGO SUR,"-33,733354","-70,75487"
COLEGIO PARTICULAR BETANIA,RM,MAIPÚ,SANTIAGO PONIENTE,,
ESC. BASICA PART. CANCURA,RM,PEÑAFLOR,TALAGANTE,,
ESC. ESP. SEMILLITA DE JESUS,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,50589","-70,76733"
COLEGIO  ALCURA,RM,LAS CONDES,SANTIAGO ORIENTE,,
COLEGIO ALICURA,RM,PEÑALOLÉN,SANTIAGO ORIENTE,"-33,46866185","-70,5600695"
COLEGIO PARTICULAR TANTAUCO  EL BOSQUE,RM,EL BOSQUE,SANTIAGO SUR,"-33,55670677","-70,67139911"
COLEGIO POLIV. ALMENDRAL DE LA PINTANA,RM,LA PINTANA,CORDILLERA,"-33,5958222","-70,62030254"
ESCUELA ESPECIAL NEWEN,RM,LO ESPEJO,SANTIAGO SUR,,
ESCUELA PARVULOS ANTUMALAL,RM,ÑUÑOA,SANTIAGO ORIENTE,,
INSTIT.CAPITAN JOSE LUIS ARANEDA C.,RM,RECOLETA,SANTIAGO NORTE,,
ESCUELA ESPECIAL LUNA AZUL,RM,MAIPÚ,SANTIAGO PONIENTE,,
ESCUELA INMACULADA CONCEPCION,RM,COLINA,SANTIAGO NORTE,"-33,20513141","-70,6780651"
ESCUELA BASICA THE FOREST COLLEGE,RM,EL BOSQUE,SANTIAGO SUR,"-33,55427652","-70,67197845"
ESCUELA NORMAY SCHOOL,RM,PUENTE ALTO,CORDILLERA,"-33,58847015","-70,57733331"
COLEGIO PREMILITAR GENERAL SAN MARTIN DE MAIPU,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,52168114","-70,77094562"
ESC.ESPECIAL LOS COPIHUES DEL BOSQUE,RM,EL BOSQUE,SANTIAGO SUR,"-33,562286","-70,67055"
ESCUELA DE PARVULOS ILLAPITAS,RM,PEÑALOLÉN,SANTIAGO ORIENTE,,
ESC.ESP.EL PRINCIPITO DE EL BOSQUE,RM,EL BOSQUE,SANTIAGO SUR,"-33,580757","-70,6752"
ESCUELA ESPECIAL DE LENGUAJE RAYUN,RM,SAN MIGUEL,SANTIAGO CENTRO,"-33,507484","-70,65433"
COLEGIO ANTIL MAWIDA,RM,LA CISTERNA,SANTIAGO SUR,"-33,54421013","-70,66817293"
ESCUELA BASICA  CONTEMPORA,RM,LA FLORIDA,CORDILLERA,,
ESCUELA BASICA DE ADULTOS CEPPAC,RM,SAN BERNARDO,SANTIAGO SUR,,
COLEGIO NUEVO DIEGO DE ALMAGRO,RM,SANTIAGO,SANTIAGO CENTRO,"-33,43861917","-70,67364004"
COLEGIO PART. DE ADULTOS ITSA,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,508804","-70,76655"
PROFESOR FRANCISCO VERGARA BOBADILLA,RM,LA FLORIDA,CORDILLERA,"-33,53227","-70,57412"
ESC.PARVULOS PARTICULAR  LOS ANGELITOS,RM,SANTIAGO,SANTIAGO CENTRO,"-33,4557","-70,64301"
ESCUELA ESP. PART. EDUC. LAUDELINA ARANEDA,RM,SAN BERNARDO,SANTIAGO SUR,"-33,598537","-70,70695"
ESCUELA DE PARVULOS LOS BICHITOS,RM,MAIPÚ,SANTIAGO PONIENTE,,
ESCUELA BASICA NUEVA LAS CUMBRES,RM,PEÑALOLÉN,SANTIAGO ORIENTE,"-33,47365176","-70,53121376"
ESCUELA ESPECIAL SANTIAGO APOSTOL,RM,SANTIAGO,SANTIAGO CENTRO,"-33,43608236","-70,6811592"
COLEGIO CAMPANARIO,RM,BUIN,SANTIAGO SUR,"-33,76028","-70,73548"
ESCUELA PARTICULAR SALVADOR DALI,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,5400313","-70,77689954"
ESCUELA BASICA PARTICULAR BREMEN,RM,EL BOSQUE,SANTIAGO SUR,"-33,55890876","-70,65738069"
ESCUELA ESPECIAL BAULIRURIRU,RM,LAS CONDES,SANTIAGO ORIENTE,"-33,411216","-70,541358"
COLEGIO POLIV. CARDENAL RAUL SILVA HENRIQUEZ,RM,PUENTE ALTO,CORDILLERA,"-33,61016534","-70,55280896"
ESC.PART.ESPECIAL LA CONCEPCION DE COLINA,RM,COLINA,SANTIAGO NORTE,"-33,204285","-70,67813"
ESUELA ESPECIAL DE LENGUAJE PIRAMIDE,RM,SAN JOAQUÍN,SANTIAGO CENTRO,"-33,50355","-70,63565"
ESCUELA RALUN KOYAN,RM,LAMPA,SANTIAGO NORTE,,
ESCUELA PARTICULAR  COMUNICATE,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,50666","-70,75364"
ESCUELA BASICA PARTICULAR ESJELAVI,RM,LA PINTANA,CORDILLERA,"-33,613345","-70,64345619"
